Faculty Name,Faculty Title,Faculty ID,Department,College,Website Link
Eugene L. Martin,Professor,1695,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=elm0131#current-teaching
Jennifer Gómez Menjívar,Professor,1696,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jg1229#current-teaching
Tania Khalaf,Professor,1697,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tk0044#current-teaching
Stephen J. Mandiberg,Senior Lecturer,1698,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sjm0315#current-teaching
Travis J. Sutton,Senior Lecturer,1699,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tjs0119#current-teaching
Brendan Reed-Crabb,Teaching Fellow,1700,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=br0387#current-teaching
Chandler Gaydos,Teaching Fellow,1701,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=cg0857#current-teaching
Clay Barnwell,Teaching Fellow,1702,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ccb0202#current-teaching
Hannah Guerrero,Teaching Fellow,1703,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=hlg0072#current-teaching
Jacqueline V. Davis,Teaching Fellow,1704,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jvd0016#current-teaching
Jacqueline Zamorano,Teaching Fellow,1705,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jaz0092#current-teaching
John Benavides,Teaching Fellow,1706,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jdb0711#current-teaching
Shelley Davis,Teaching Fellow,1707,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sid0025#current-teaching
Simone M. Obasuyi,Teaching Fellow,1708,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=smo0088#current-teaching
Tejasvi Ginnela,Teaching Fellow,1709,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tg0259#current-teaching
Mark Moseley,Visiting Lecturer,1710,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mrm0192#current-teaching
Steven Ackermann,Visiting Lecturer,1711,Media Arts,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sa1479#current-teaching
Bruce Cunningham,,1712,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bvc0002#current-teaching
Brian Stevenson,Adjunct Faculty,1713,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=bs0916#current-teaching
Ferdinand Awumee,Adjunct Faculty,1714,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=fsa0063#current-teaching
Jake Jackson,Adjunct Faculty,1715,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=jnj0070#current-teaching
Ken G. Dicristofano,Adjunct Faculty,1716,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kgd0052#current-teaching
Kurt Spasic,Adjunct Faculty,1717,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kas0164#current-teaching
Maria Salih,Adjunct Faculty,1718,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=mls0693#current-teaching
Paul J. Tetlack,Adjunct Faculty,1719,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=pjt0063#current-teaching
Trae Wolfe,Adjunct Faculty,1720,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tcw0122#current-teaching
Chorman Thomas,Assistant Professor,1721,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=tmc0224#current-teaching
Kelley Keating,Professor,1722,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=kak0412#current-teaching
Scott Pieluszczak,Professor,1723,Military Science,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=slp0371#current-teaching
Armando Cavada,Adjunct Faculty,1724,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=adc0373#current-teaching
Darryl Howard,Adjunct Faculty,1725,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dh0416#current-teaching
David Utsler,Adjunct Faculty,1726,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=deu0004#current-teaching
Geoffrey Dennis,Adjunct Faculty,1727,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=gwd0001#current-teaching
Saadiya Amin,Adjunct Faculty,1728,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sa2340#current-teaching
Savannah Stevens,Adjunct Faculty,1729,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=sps0179#current-teaching
Shoshana McIntosh,Adjunct Faculty,1730,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=srm0341#current-teaching
Asaf Angermann,Assistant Professor,1731,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=aa3539#current-teaching
Denise Meda-Lambru,Assistant Professor,1732,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dm1409#current-teaching
Kim R. De Wolff,Associate Professor,1733,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=krd0133#current-teaching
Leah E. Kalmanson,Associate Professor,1734,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=lek0100#current-teaching
Terra T. Schwerin Rowe,Associate Professor,1735,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=ttr0019#current-teaching
David M. Kaplan,Chair,1736,Philosophy and Religion,College of Liberal Arts and Social Sciences,https://facultyinfo.unt.edu/faculty-profile?profile=dmk0085#current-teaching
